refid,year,pubmedid,pubmedcentralid,doi,uri
rid.16960,2015,26486850,,10.1099/ijsem.0.000703,
rid.16962,2016,26493321,,10.1099/ijsem.0.000706,
rid.16963,2015,26515885,,10.1099/ijsem.0.000708,
rid.16964,2016,26503693,,10.1099/ijsem.0.000709,
rid.16966,2016,26507964,,10.1099/ijsem.0.000711,
rid.16965,2016,26503862,,10.1099/ijsem.0.000710,
rid.16968,2016,26508300,,10.1099/ijsem.0.000714,
rid.16976,2016,26518711,,10.1099/ijsem.0.000722,
rid.16977,2016,26514698,,10.1099/ijsem.0.000723,
rid.16978,2016,26514816,,10.1099/ijsem.0.000724,
rid.16979,2016,26518885,PMC4806541,10.1099/ijsem.0.000725,
rid.8908,1997,,,10.1099/00207713-47-1-240,
rid.18009,2016,27263023,,10.1007/s10482-016-0722-5,
rid.18692,2002,,,,https://patents.google.com/patent/US7521216B2
rid.18694,2016,27935839,PMC5111408,10.1128/mBio.01844-16,
rid.17041,2016,26738749,,10.1099/ijsem.0.000873,
rid.16909,2016,26449233,,10.1099/ijsem.0.000669,
rid.16981,2016,26530258,,10.1099/ijsem.0.000727,
rid.16982,2016,26530339,,10.1099/ijsem.0.000728,
rid.16983,2016,26530456,,10.1099/ijsem.0.000729,
rid.16984,2016,26530636,,10.1099/ijsem.0.000730,
rid.16985,2016,26530784,,10.1099/ijsem.0.000732,
rid.16986,2016,26530900,,10.1099/ijsem.0.000733,
rid.17036,2016,26739269,,10.1099/ijsem.0.000877,
rid.8910,1996,,,10.1099/00207713-46-2-622,
rid.8912,1997,,,10.1099/00207713-47-3-910,
rid.17033,2016,26747442,,10.1099/ijsem.0.000855,
rid.17038,2016,26739348,,10.1099/ijsem.0.000879,
rid.17035,2016,26742722,,10.1099/ijsem.0.000880,
rid.17034,2016,26743158,,10.1099/ijsem.0.000882,
rid.17032,2016,26746665,,10.1099/ijsem.0.000885,
rid.17031,2016,26746421,,10.1099/ijsem.0.000884,
rid.17030,2016,26745974,,10.1099/ijsem.0.000883,
rid.17028,2016,26755354,,10.1099/ijsem.0.000887,
rid.17026,2016,26755199,,10.1099/ijsem.0.000886,
rid.17029,2016,26755450,,10.1099/ijsem.0.000890,
rid.17027,2016,26755447,,10.1099/ijsem.0.000889,
rid.18013,2016,27371377,,10.1007/s10482-016-0725-2,
rid.18014,2016,27170166,,10.1007/s10482-016-0711-8,
rid.18015,2016,,,10.1016/j.nmni.2016.01.001,
rid.18016,2010,20055942,,10.1111/j.1348-0421.2009.00184.x,
rid.18018,2016,26969704,,10.1128/AEM.00204-16,
rid.16311,2013,23111783,,10.1007/s10482-012-9828-6,
rid.18019,2016,27371378,,10.1007/s10482-016-0726-1,
rid.18024,2016,27198657,,10.1007/s10482-016-0714-5,
rid.18025,2005,16000451,,10.1128/JCM.43.7.3297-3303.2005,
rid.18621,2017,28581923,,10.1099/ijsem.0.001927,
rid.18699,2014,,,10.1007/978-3-642-38954-2_131,
rid.18039,2010,20639327,PMC2937415,10.1128/JB.00722-10,
rid.18035,2016,27707433,,10.1099/ijsem.0.001541,
rid.1184,1887,,,,
rid.18044,2016,27902219,,10.1099/ijsem.0.001550,
rid.18043,2016,27902181,,10.1099/ijsem.0.001532,
rid.18034,2016,27707431,,10.1099/ijsem.0.001538,
rid.18045,2016,27902187,,10.1099/ijsem.0.001558,
rid.18036,2016,27707430,,10.1099/ijsem.0.001539,
rid.18041,2016,27902182,,10.1099/ijsem.0.001549,
rid.18047,2016,27902196,,10.1099/ijsem.0.001555,
rid.18046,2017,27902178,,10.1099/ijsem.0.001562,
rid.18017,2016,7260265,,10.1007/s10482-016-0718-1,
rid.18020,2016,27180096,,10.1007/s10482-016-0704-7,
rid.18021,2016,26937282,PMC4753391,10.1016/j.nmni.2016.01.002,
rid.18695,2011,21704702,,10.1016/j.resmic.2011.06.002,
rid.18022,2016,27381809,,10.1016/j.syapm.2016.06.004,
rid.18084,2017,27902203,,10.1099/ijsem.0.001582,
rid.18048,2016,27902191,,10.1099/ijsem.0.001551,
rid.18037,2016,27707434,,10.1099/ijsem.0.001540,
rid.18040,2016,27902179,,10.1099/ijsem.0.001543,
rid.18696,2011,21324191,PMC3053259,10.1186/1471-2164-12-114,
rid.18026,2016,27040554,,10.1007/s10482-016-0689-2,
rid.18027,2015,26458507,PMC4603578,10.1186/s12866-015-0537-y,
rid.18028,2016,27270136,,10.1016/j.syapm.2016.05.003,
rid.18030,2016,27344411,,10.1016/j.syapm.2016.05.008,
rid.18031,2016,27435202,,10.1007/s10482-016-0738-x,
rid.18032,2016,27480633,,10.1007/s12275-016-6253-y,
rid.18053,2012,23259572,PMC3556118,10.1186/1471-2180-12-302,
rid.18050,2016,27902249,,10.1099/ijsem.0.001556,
rid.18049,2016,27902190,,10.1099/ijsem.0.001557,
rid.18051,2016,27902199,,10.1099/ijsem.0.001554,
rid.18052,2017,27902200,,10.1099/ijsem.0.001559,
rid.18697,2017,28650314,,10.1099/ijsem.0.001909,
rid.6414,1986,,,,
rid.18717,2017,28671527,,10.1099/ijsem.0.001930,
rid.18716,2017,28671521,,10.1099/ijsem.0.001931,
rid.18715,2017,28671523,,10.1099/ijsem.0.001932,
rid.18714,2017,28671532,,10.1099/ijsem.0.001933,
rid.18029,2009,,,,
rid.18057,2011,21868806,PMC3165681,10.1128/JB.05583-11,
rid.18056,2017,27902193,,10.1099/ijsem.0.001561,
rid.18054,2017,27902239,,10.1099/ijsem.0.001560,
rid.6583,1956,,,,
rid.17206,2016,26786719,,10.1099/ijsem.0.000904,
rid.16953,2015,26476812,,10.1099/ijsem.0.000695,
rid.17208,2016,26822139,,10.1099/ijsem.0.000934,
rid.17209,2016,26822211,,10.1099/ijsem.0.000935,
rid.17205,2016,26782356,,10.1099/ijsem.0.000901,
rid.17122,2016,26652650,,10.1099/ijsem.0.000838,
rid.17131,2016,26674350,,10.1099/ijsem.0.000848,
rid.17128,2016,26669622,,10.1099/ijsem.0.000844,
rid.17129,2016,26669721,,10.1099/ijsem.0.000845,
rid.17135,2016,26675173,,10.1099/ijsem.0.000853,
rid.17133,2016,26674773,,10.1099/ijsem.0.000851,
rid.17134,2016,26675012,,10.1099/ijsem.0.000852,
rid.17132,2016,26674528,,10.1099/ijsem.0.000849,
rid.17136,2016,26675308,,10.1099/ijsem.0.000854,
rid.17137,2016,26705002,,10.1099/ijsem.0.000856,
rid.17138,2016,26702622,,10.1099/ijsem.0.000857,
rid.17126,2016,26653143,,10.1099/ijsem.0.000842,
rid.17127,2016,26653171,,10.1099/ijsem.0.000843,
rid.17140,2016,26703216,,10.1099/ijsem.0.000859,
rid.17141,2016,26703438,,10.1099/ijsem.0.000860,
rid.17207,2016,26813420,,10.1099/ijsem.0.000897,
rid.17219,2016,26800670,,10.1099/ijsem.0.000912,
rid.17212,2016,26790712,,10.1099/ijsem.0.000907,
rid.17223,2016,26821920,,10.1099/ijsem.0.000931,
rid.18703,2010,,,,
rid.17224,2016,26822020,,10.1099/ijsem.0.000932,
rid.17222,2016,26821806,,10.1099/ijsem.0.000929,
rid.3337,1952,14927551,PMC169930,,
rid.15258,2014,24981324,,10.1099/ijs.0.065409-0,
rid.4665,1919,16558822,PMC378790,,
rid.15898,2015,25678678,,10.1099/ijs.0.000115,
rid.15896,2015,25678680,,10.1099/ijs.0.000099,
rid.15897,2015,25678679,,10.1099/ijs.0.000116,
rid.15894,2015,25678682,,10.1099/ijs.0.000114,
rid.15899,2015,25678677,,10.1099/ijs.0.000117,
rid.15884,2015,25667392,,10.1099/ijs.0.000112,
rid.15889,2015,25667398,,10.1099/ijs.0.000113,
rid.15895,2015,25678681,,10.1099/ijs.0.000118,
rid.15883,2015,25667393,,10.1099/ijs.0.000111,
rid.15799,2015,25563920,PMC4811647,10.1099/ijs.0.000052,
rid.17213,2016,26790410,,10.1099/ijsem.0.000906,
rid.17365,2016,,,10.1007/s00284-015-0956-x,
rid.17211,2016,26791052,,10.1099/ijsem.0.000909,
rid.17214,2016,26790906,,10.1099/ijsem.0.000908,
rid.17215,2016,26801058,,10.1099/ijsem.0.000913,
rid.17217,2016,26801217,,10.1099/ijsem.0.000914,
rid.17216,2016,26801373,,10.1099/ijsem.0.000915,
rid.17220,2016,26823373,,10.1099/ijsem.0.000924,
rid.17221,2016,26821539,,10.1099/ijsem.0.000925,
rid.18058,1976,,,,https://www.google.com/patents/US3950357
rid.15914,2015,25701849,,10.1099/ijs.0.000124,
rid.15918,2015,25701847,,10.1099/ijs.0.000131,
rid.15921,2015,25701845,,10.1099/ijs.0.000126,
rid.15909,2015,25687348,,10.1099/ijs.0.000120,
rid.15925,2015,25713047,,10.1099/ijs.0.000138,
rid.15912,2015,25701851,,10.1099/ijs.0.000123,
rid.15913,2015,25701850,,10.1099/ijs.0.000125,
rid.15917,2015,25701848,,10.1099/ijs.0.000130,
rid.15924,2015,25713049,,10.1099/ijs.0.000139,
rid.15908,2015,25687349,,10.1099/ijs.0.000121,
rid.15910,2015,25687347,,10.1099/ijs.0.000119,
rid.15960,2015,25716951,,10.1099/ijs.0.000147,
rid.15959,2015,25716952,,10.1099/ijs.0.000146,
rid.15952,2015,25713042,,10.1099/ijs.0.000128,
rid.15951,2015,25713043,,10.1099/ijs.0.000135,
rid.15950,2015,25713044,,10.1099/ijs.0.000134,
rid.15949,2015,25713045,,10.1099/ijs.0.000133,
rid.15948,2015,25713046,,10.1099/ijs.0.000137,
rid.15954,2015,25713038,,10.1099/ijs.0.000144,
rid.15961,2015,25716950,,10.1099/ijs.0.000149,
rid.15966,2015,25724744,,10.1099/ijs.0.000153,
rid.15957,2015,25713039,,10.1099/ijs.0.000145,
rid.15965,2015,25724745,,10.1099/ijs.0.000154,
rid.18059,2016,27400962,,10.1099/ijsem.0.001210,
rid.15956,2015,25713036,,10.1099/ijs.0.000141,
rid.15970,2015,25724748,,10.1099/ijs.0.000158,
rid.15972,2015,25736408,,10.1099/ijs.0.000159,
rid.15971,2015,25736409,,10.1099/ijs.0.000160,
rid.16473,2015,26297027,,10.1099/ijs.0.000379,
rid.16140,2015,25603996,,10.1007/s00203-015-1082-7,
rid.16210,2015,25726422,,10.1007/s00284-015-0792-z,
rid.15955,2015,25713037,,10.1099/ijs.0.000143,
rid.15958,2015,25716953,,10.1099/ijs.0.000148,
rid.15962,2015,25721723,,10.1099/ijs.0.000151,
rid.16465,2015,26297343,,10.1099/ijs.0.000382,
rid.16899,2015,26443678,,10.1099/ijsem.0.000656,
rid.16828,2015,26354190,,10.1099/ijsem.0.000583,
rid.16829,2015,26354335,,10.1099/ijsem.0.000585,
rid.16831,2015,26354496,,10.1099/ijsem.0.000586,
rid.16832,2015,26354549,,10.1099/ijsem.0.000587,
rid.16848,2015,26374291,,10.1099/ijsem.0.000598,
rid.16835,2015,26358439,,10.1099/ijsem.0.000589,
rid.16837,2015,26362866,,10.1099/ijsem.0.000592,
rid.16839,2015,26362980,,10.1099/ijsem.0.000595,
rid.16840,2015,26374202,,10.1099/ijsem.0.000593,
rid.16849,2015,26363645,,10.1099/ijsem.0.000599,
rid.16874,2015,26410379,,10.1099/ijsem.0.000626,
rid.16851,2015,26363841,,10.1099/ijsem.0.000601,
rid.16852,2015,26363994,,10.1099/ijsem.0.000602,
rid.5100,1986,3794642,,10.1099/00221287-132-7-1923,
rid.18685,2017,28629509,,10.1099/ijsem.0.001851,
rid.16850,2015,26374401,,10.1099/ijsem.0.000600,
rid.16854,2015,26374629,,10.1099/ijsem.0.000604,
rid.16855,2015,26374710,,10.1099/ijsem.0.000605,
rid.16857,2015,26376915,,10.1099/ijsem.0.000607,
rid.16841,2015,26382584,,10.1099/ijsem.0.000620,
rid.16842,2015,26400548,,10.1099/ijsem.0.000635,
rid.16856,2015,26373292,,10.1099/ijsem.0.000606,
rid.16932,2015,26474980,,10.1099/ijsem.0.000665,
rid.16858,2015,26373452,,10.1099/ijsem.0.000608,
rid.16891,2015,26419502,,10.1099/ijsem.0.000647,
rid.16859,2015,26373578,,10.1099/ijsem.0.000609,
rid.16861,2015,26373783,,10.1099/ijsem.0.000611,
rid.16860,2015,26373667,,10.1099/ijsem.0.000610,
rid.16863,2015,26373987,,10.1099/ijsem.0.000613,
rid.16864,2015,26374141,,10.1099/ijsem.0.000614,
rid.16901,2015,26442516,,10.1099/ijsem.0.000658,
rid.16866,2015,26377180,,10.1099/ijsem.0.000617,
rid.16868,2015,26382219,,10.1099/ijsem.0.000619,
rid.16867,2015,26382036,,10.1099/ijsem.0.000618,
rid.16871,2015,26395026,,10.1099/ijsem.0.000623,
rid.16870,2015,26394885,,10.1099/ijsem.0.000622,
rid.16872,2015,26395130,,10.1099/ijsem.0.000624,
rid.16873,2015,26395204,,10.1099/ijsem.0.000625,
rid.16875,2015,26410559,,10.1099/ijsem.0.000627,
rid.5267,2002,11823233,PMC126698,,
rid.18683,2017,28629501,,10.1099/ijsem.0.001862,
rid.16876,2015,26410726,,10.1099/ijsem.0.000628,
rid.16878,2015,26409875,,10.1099/ijsem.0.000630,
rid.16882,2015,26410554,,10.1099/ijsem.0.000636,
rid.16880,2015,26410220,,10.1099/ijsem.0.000633,
rid.16885,2015,26420591,,10.1099/ijsem.0.000641,
rid.16884,2015,26420495,,10.1099/ijsem.0.000640,
rid.16887,2015,26420766,,10.1099/ijsem.0.000643,
rid.16888,2015,26419229,,10.1099/ijsem.0.000644,
rid.16889,2015,26419406,,10.1099/ijsem.0.000645,
rid.16890,2015,26432564,,10.1099/ijsem.0.000646,
rid.16894,2015,26431725,,10.1099/ijsem.0.000650,
rid.16896,2015,26437952,,10.1099/ijsem.0.000653,
rid.16898,2015,26443672,,10.1099/ijsem.0.000655,
rid.16905,2015,26443199,,10.1099/ijsem.0.000662,
rid.16900,2015,26443681,,10.1099/ijsem.0.000657,
rid.16904,2015,26443022,,10.1099/ijsem.0.000661,
rid.16903,2015,26442990,,10.1099/ijsem.0.000660,
rid.16902,2015,26442839,,10.1099/ijsem.0.000659,
rid.16907,2015,26446196,,10.1099/ijsem.0.000667,
rid.16906,2015,26446190,,10.1099/ijsem.0.000666,
rid.16895,2015,26437920,,10.1099/ijsem.0.000652,
rid.16913,2015,26449759,,10.1099/ijsem.0.000673,
rid.16862,2015,26373875,,10.1099/ijsem.0.000612,
rid.16834,2015,26358475,PMC4772522,10.1099/ijsem.0.000590,
rid.15551,1994,,,10.1099/00207713-44-2-373,
rid.17730,2016,27375118,,10.1099/ijsem.0.001253,
rid.18060,2016,27902192,,10.1099/ijsem.0.001423,
rid.16821,2015,26341781,,10.1099/ijsem.0.000582,
rid.16844,2015,26385412,,10.1099/ijsem.0.000584,
rid.16865,2015,26377069,,10.1099/ijsem.0.000616,
rid.16869,2015,26394793,,10.1099/ijsem.0.000621,
rid.16883,2015,26410793,,10.1099/ijsem.0.000639,
rid.16505,2015,26296673,,10.1099/ijsem.0.000416,
rid.16897,2015,26438009,,10.1099/ijsem.0.000654,
rid.16507,2015,26296923,,10.1099/ijsem.0.000418,
rid.16510,2015,26297346,,10.1099/ijsem.0.000410,
rid.16847,2015,26364292,,10.1099/ijsem.0.000597,
rid.18708,2017,28665262,,10.1099/ijsem.0.001876,
rid.18070,2016,28077207,,10.1099/ijsem.0.001553,
rid.18061,2016,28079499,,10.1099/ijsem.0.001620,
rid.18062,2017,27902189,,10.1099/ijsem.0.001564,
rid.18063,2017,27902206,,10.1099/ijsem.0.001566,
rid.18065,2017,27902185,,10.1099/ijsem.0.001565,
rid.17240,2015,26630331,,10.1002/jobm.201500264,
rid.17241,2015,26511955,,10.1007/s10482-015-0611-3,
rid.17242,2016,26452774,,10.1007/s10482-015-0605-1,
rid.17243,2015,26604103,,10.1007/s10482-015-0616-y,
rid.17246,2016,26545789,,10.1007/s10482-015-0618-9,
rid.17247,2016,26616671,,10.1007/s00284-015-0949-9,
rid.17248,2015,26330057,,10.1007/s10482-015-0575-3,
rid.18779,2017,,,10.3389/fmicb.2017.01321,
rid.17249,2016,26589683,,10.1007/s10482-015-0625-x,
rid.17250,2015,26427856,,10.1007/s10482-015-0596-y,
rid.17251,2016,26608172,,10.1007/s10482-015-0628-7,
rid.17252,2016,26459342,,10.1007/s10482-015-0607-z,
rid.17253,2016,26597560,,10.1007/s10482-015-0626-9,
rid.17256,2016,26654527,,10.1016/j.syapm.2015.10.006,
rid.17257,2015,,,10.1007/s13213-014-1024-7,
rid.17258,2016,26547854,,10.1007/s10482-015-0612-2,
rid.18709,2017,28665265,,10.1099/ijsem.0.001919,
rid.18064,2017,27902186,,10.1099/ijsem.0.001563,
rid.18670,2017,28629491,,10.1099/ijsem.0.001895,
rid.17254,2015,,,10.1007/s13213-015-1124-z,
rid.17244,2015,26467683,,10.1007/s10482-015-0608-y,
rid.17239,2016,27142818,,10.1099/ijsem.0.001030,
rid.17255,2015,26664700,PMC4673724,10.1186/s40793-015-0105-y,
rid.3282,1928,,,,
rid.18068,2017,27902211,,10.1099/ijsem.0.001568,
rid.18066,2017,27902248,,10.1099/ijsem.0.001569,
rid.18067,2017,27902195,,10.1099/ijsem.0.001567,
rid.18076,2017,27902204,,10.1099/ijsem.0.001575,
rid.17245,2016,26678782,,10.1007/s10482-015-0632-y,
rid.17261,2016,26552810,,10.1099/ijsem.0.000749,
rid.18072,2016,27902188,,10.1099/ijsem.0.001546,
rid.17263,2016,26556809,,10.1099/ijsem.0.000752,
rid.17264,2016,26556816,,10.1099/ijsem.0.000753,
rid.17265,2016,26556818,,10.1099/ijsem.0.000754,
rid.17266,2016,26554864,,10.1099/ijsem.0.000759,
rid.17267,2016,26554730,,10.1099/ijsem.0.000758,
rid.17269,2016,26554356,,10.1099/ijsem.0.000755,
rid.17270,2016,26558430,,10.1099/ijsem.0.000756,
rid.17271,2016,26558840,,10.1099/ijsem.0.000762,
rid.17272,2016,26558703,,10.1099/ijsem.0.000761,
rid.17273,2016,26559004,,10.1099/ijsem.0.000763,
rid.17274,2016,26559492,,10.1099/ijsem.0.000766,
rid.17275,2016,26559355,,10.1099/ijsem.0.000765,
rid.17276,2016,26559645,,10.1099/ijsem.0.000767,
rid.17277,2016,26559784,,10.1099/ijsem.0.000768,
rid.160,1968,,,,
rid.17278,2016,26582010,,10.1099/ijsem.0.000770,
rid.17280,2016,26582085,,10.1099/ijsem.0.000771,
rid.17281,2016,26582590,,10.1099/ijsem.0.000775,
rid.17282,2016,26582479,,10.1099/ijsem.0.000774,
rid.17283,2016,26582356,,10.1099/ijsem.0.000773,
rid.17284,2016,26611862,,10.1099/ijsem.0.000776,
rid.17285,2016,26585900,,10.1099/ijsem.0.000780,
rid.17279,2016,26582231,,10.1099/ijsem.0.000772,
rid.17286,2016,26597787,,10.1099/ijsem.0.000785,
rid.17302,2016,26610851,,10.1099/ijsem.0.000798,
rid.17303,2016,26611145,,10.1099/ijsem.0.000799,
rid.17304,2016,26611676,,10.1099/ijsem.0.000803,
rid.17305,2016,26611534,,10.1099/ijsem.0.000802,
rid.17306,2016,26611791,,10.1099/ijsem.0.000804,
rid.17307,2016,26620276,,10.1099/ijsem.0.000805,
rid.17308,2016,26620413,,10.1099/ijsem.0.000806,
rid.17309,2016,26620702,,10.1099/ijsem.0.000808,
rid.17310,2016,26620829,,10.1099/ijsem.0.000809,
rid.17311,2016,26620554,,10.1099/ijsem.0.000807,
rid.17287,2016,26596884,,10.1099/ijsem.0.000781,
rid.17290,2016,26597157,,10.1099/ijsem.0.000783,
rid.17294,2016,26612136,,10.1099/ijsem.0.000791,
rid.17295,2016,26612039,,10.1099/ijsem.0.000790,
rid.17296,2016,26610329,,10.1099/ijsem.0.000796,
rid.18618,2017,28629498,,10.1099/ijsem.0.001866,
rid.18710,2017,28665263,,10.1099/ijsem.0.001873,
rid.18711,2017,28675353,,10.1099/ijsem.0.001914,
rid.18075,2017,27902221,,10.1099/ijsem.0.001573,
rid.18088,2017,27902222,,10.1099/ijsem.0.001587,
rid.18074,2017,27902205,,10.1099/ijsem.0.001572,
rid.17301,2016,26610704,,10.1099/ijsem.0.000797,
rid.17312,2016,26620977,,10.1099/ijsem.0.000811,
rid.17313,2016,26944798,,10.1099/ijsem.0.000810,
rid.17325,2016,26643899,,10.1099/ijsem.0.000826,
rid.17326,2016,26643775,,10.1099/ijsem.0.000825,
rid.17327,2016,26643615,,10.1099/ijsem.0.000824,
rid.17328,2016,26674086,,10.1099/ijsem.0.000827,
rid.17329,2016,26646853,,10.1099/ijsem.0.000828,
rid.17330,2016,26647141,,10.1099/ijsem.0.000830,
rid.17331,2016,26647039,,10.1099/ijsem.0.000829,
rid.17332,2016,26654465,,10.1099/ijsem.0.000831,
rid.17333,2016,26651491,,10.1099/ijsem.0.000833,
rid.17334,2016,26651339,,10.1099/ijsem.0.000832,
rid.2945,1950,,,,
rid.17335,2016,26651833,,10.1099/ijsem.0.000834,
rid.17336,2016,26653106,,10.1099/ijsem.0.000841,
rid.17337,2016,26652293,,10.1099/ijsem.0.000837,
rid.17288,2016,26597224,,10.1099/ijsem.0.000784,
rid.17289,2016,26597038,,10.1099/ijsem.0.000782,
rid.17292,2016,26597860,,10.1099/ijsem.0.000789,
rid.17293,2016,26597812,,10.1099/ijsem.0.000786,
rid.18087,2017,27902215,,10.1099/ijsem.0.001584,
rid.17299,2016,26612690,,10.1099/ijsem.0.000795,
rid.17297,2016,26612462,,10.1099/ijsem.0.000793,
rid.17298,2016,26612584,,10.1099/ijsem.0.000794,
rid.17300,2016,26612316,,10.1099/ijsem.0.000792,
rid.18718,2017,28671525,,10.1099/ijsem.0.001922,
rid.8812,2008,18398213,,10.1099/ijs.0.65500-0,
rid.7567,1996,,,10.1099/00207713-46-3-830,
rid.17315,2016,26637815,,10.1099/ijsem.0.000813,
rid.17316,2016,26637823,,10.1099/ijsem.0.000814,
rid.17317,2016,26637822,,10.1099/ijsem.0.000816,
rid.17318,2016,26637816,,10.1099/ijsem.0.000817,
rid.17319,2016,26637821,,10.1099/ijsem.0.000818,
rid.17321,2016,26637818,,10.1099/ijsem.0.000821,
rid.17322,2016,26637820,,10.1099/ijsem.0.000820,
rid.17323,2016,26637817,,10.1099/ijsem.0.000822,
rid.17324,2016,26637819,,10.1099/ijsem.0.000823,
rid.17338,2016,26652923,,10.1099/ijsem.0.000840,
rid.17339,2016,26652178,,10.1099/ijsem.0.000836,
rid.17340,2016,26652750,,10.1099/ijsem.0.000839,
rid.17262,2016,26556763,,10.1099/ijsem.0.000751,
rid.18727,2017,28116042,PMC5244535,10.1186/s40793-017-0230-x,
rid.17268,2016,26554606,,10.1099/ijsem.0.000757,
rid.17341,2016,26559924,,10.1099/ijsem.0.000769,
rid.17320,2016,26637813,,10.1099/ijsem.0.000819,
rid.16271,2013,23934481,,10.1007/s10482-013-9995-0,
rid.18719,2017,28671528,,10.1099/ijsem.0.001921,
rid.18080,2017,27902194,,10.1099/ijsem.0.001544,
rid.7555,2001,11321070,,10.1099/00207713-51-2-269,
rid.17291,2016,26597830,,10.1099/ijsem.0.000787,
rid.17342,2016,26619944,,10.1099/ijsem.0.000788,
rid.17354,2016,26615404,,10.1007/s00203-015-1170-8,
rid.18721,2017,28671520,,10.1099/ijsem.0.001917,
rid.18726,2016,27087892,PMC4832456,10.1186/s40793-016-0152-z,
rid.17355,2016,26721586,,10.1007/s00203-015-1180-6,
rid.18091,2017,27902198,,10.1099/ijsem.0.001595,
rid.17218,2016,26801582,,10.1099/ijsem.0.000916,
rid.17343,2016,26920933,,10.1099/ijsem.0.000993,
rid.18724,2015,26388967,PMC4575456,10.1186/s40793-015-0025-x,
rid.18095,2016,27628331,,10.1007/s00284-016-1137-2,
rid.18094,2016,27510998,,10.1007/s10482-016-0753-y,
rid.18725,2015,26649148,PMC4672568,10.1186/s40793-015-0103-0,
rid.18093,2017,27902272,,10.1099/ijsem.0.001589,
rid.18089,2017,27902318,,10.1099/ijsem.0.001586,
rid.18090,2017,27902216,,10.1099/ijsem.0.001594,
rid.17344,2016,27401900,,10.1099/ijsem.0.001070,
rid.18723,2017,28671536,,10.1099/ijsem.0.001901,
rid.4627,1952,,,,
rid.18079,2017,27902214,,10.1099/ijsem.0.001579,
rid.18083,2017,27902207,,10.1099/ijsem.0.001580,
rid.18092,2017,27902228,,10.1099/ijsem.0.001592,
rid.18722,2017,28671519,,10.1099/ijsem.0.001903,
rid.2021,1948,,,,
rid.16627,2015,26220296,,10.1099/ijsem.0.000473,
rid.18096,2016,27220477,,10.1016/j.syapm.2016.04.003,
rid.4641,2000,,,10.1099/00207713-50-6-2239,
rid.17379,2016,,26597561,10.1007/s10482-015-0624-y,
rid.18069,2017,27902208,,10.1099/ijsem.0.001571,
rid.17388,2016,,26786501,10.1007/s10482-016-0649-x,
rid.17376,2015,26362332,,10.1007/s10482-015-0587-z,
rid.17389,2016,26809281,,10.1007/s10482-016-0652-2,
rid.17387,2016,26803765,26803765,10.1007/s10482-015-0643-8,
rid.353,1923,,,,
rid.17384,2016,26589682,,10.1007/s10482-015-0622-0,
rid.17383,2016,26671415,,10.1007/s10482-015-0631-z,
rid.17382,2016,26573006,,10.1007/s10482-015-0620-2,
rid.17381,2016,26809280,,10.1007/s10482-015-0635-8,
rid.17380,2016,26542839,,10.1007/s10482-015-0617-x,
rid.17377,2015,26386704,,10.1007/s10482-015-0581-5,
rid.17375,2015,26362329,,10.1007/s10482-015-0580-6,
rid.17374,2015,26410371,,10.1007/s10482-015-0598-9,
rid.17364,2016,26483081,,10.1007/s00284-015-0921-8,
rid.17347,2016,26869142,,10.1099/ijsem.0.000952,
rid.17352,2016,26813696,,10.1099/ijsem.0.000920,
rid.17407,2016,26979511,,10.1007/s10482-016-0674-9,
rid.18098,2016,27928989,,10.1099/ijsem.0.001518,
rid.17372,2015,,26427855,10.1007/s10482-015-0599-8,
rid.17366,2016,26676296,,10.1007/s00284-015-0957-9,
rid.17367,2016,26687462,,10.1007/s00284-015-0965-9,
rid.17429,2016,26921147,,10.1099/ijsem.0.000994,
rid.17428,2016,26928891,,10.1099/ijsem.0.000997,
rid.17427,2016,26928956,,10.1099/ijsem.0.000998,
rid.17408,2016,26896239,,10.1007/s10482-016-0664-y,
rid.17406,2016,26940744,,10.1007/s10482-016-0670-0,
rid.17373,2015,26423082,,10.1007/s10482-015-0603-3,
rid.17370,2015,27169246,,10.1134/S0026261715050161,
rid.17369,2016,26858132,,10.1007/s00284-016-0995-y,
rid.17368,2016,26787545,,10.1007/s00284-016-0989-9,
rid.17362,2016,26846918,,10.1007/s00203-016-1195-7,
rid.17361,2016,26832132,,10.1007/s00203-016-1193-9,
rid.17360,2016,26818686,,10.1007/s00203-016-1194-8,
rid.17346,2016,26843374,,10.1099/ijsem.0.000954,
rid.17359,2016,26802009,,10.1007/s00203-015-1178-0,
rid.17357,2016,26757723,,10.1007/s00203-015-1183-3,
rid.17348,2016,26827750,,10.1099/ijsem.0.000896,
rid.17349,2016,26813578,,10.1099/ijsem.0.000917,
rid.17350,2016,26813672,,10.1099/ijsem.0.000918,
rid.17351,2016,26813967,,10.1099/ijsem.0.000923,
rid.17260,2016,26608173,,10.1007/s10482-015-0623-z,
rid.17358,2016,26762377,,10.1007/s00203-015-1185-1,
rid.17396,2016,,26754103,10.1007/s10482-016-0648-y,
rid.17400,2016,,26940743,10.1007/s10482-016-0662-0,
rid.17417,2016,26873062,,10.1099/ijsem.0.000970,
rid.17390,2016,26800665,,10.1007/s10482-016-0651-3,
rid.17391,2016,26781972,,10.1007/s10482-016-0647-z,
